onset	duration	amount	Probability	choseAccept	RT	choseRight
13.033	4	77	0.39	0	1.816	1
20.083	4	39	0.3	0	1.127	1
31.116	4	84	0.25	1	2.032	0
39.166	4	65	0.55	1	1.729	0
48.199	4	25	0.89	1	1.219	0
55.233	4	61	0.67	1	1.297	0
67.265	4	44	0.44	0	0.972	1
75.298	4	79	0.45	0	1.302	1
94.348	4	35	0.73	1	1.486	0
99.398	4	41	0.63	1	1.374	0
108.431	4	74	0.39	1	0.921	0
119.464	4	22	0.89	1	0.911	0
130.497	4	50	0.39	0	1.614	1
139.547	4	46	0.21	0	1.626	1
146.596	4	83	0.28	0	1.176	1
155.63	4	71	0.36	1	1.448	0
162.679	4	32	0.57	1	1.192	0
175.712	4	23	0.83	0	1.707	1
192.762	4	82	0.29	1	1.337	0
200.795	4	39	0.49	1	1.68	0
206.828	4	30	0.7	1	1.306	0
229.861	4	82	0.31	1	1.048	0
237.894	4	66	0.25	0	1.511	1
245.927	4	49	0.43	1	1.621	0
254.96	4	72	0.34	1	1.234	0
273.026	4	63	0.57	1	1.503	0
278.076	4	83	0.52	1	1.27	0
286.109	4	56	0.68	1	1.363	0
295.159	4	50	0.48	1	1.198	0
306.209	4	49	0.71	1	1.967	0
