onset	duration	amount	Delay	choseAccept	RT	choseRight
13.96	4	27	142	0	2.14	1
22.993	4	43	120	0	1.395	1
31.043	4	66	71	1	1.144	0
41.076	4	41	55	0	1.92	1
55.142	4	67	23	1	1.229	0
63.175	4	71	76	1	1.149	0
73.225	4	42	145	0	1.571	1
79.258	4	49	140	0	1.009	1
85.291	4	24	89	0	1.186	1
99.357	4	24	87	0	1.548	1
108.407	4	30	23	1	2.213	0
120.44	4	28	123	0	1.039	1
130.473	4	77	142	1	1.38	0
138.506	4	54	23	1	1.511	0
145.539	4	58	36	1	1.515	0
152.573	4	39	95	0	1.413	1
161.639	4	58	55	0	1.813	1
168.689	4	78	108	1	1.231	0
180.722	4	24	125	0	1.665	1
191.772	4	25	108	0	0.771	1
203.821	4	66	58	1	1.526	0
208.871	4	79	92	1	1.277	0
217.904	4	62	180	0	1.945	1
230.954	4	55	107	1	1.546	0
245.987	4	39	104	0	1.185	1
265.036	4	52	139	0	1.581	1
274.086	4	60	124	0	1.244	1
285.136	4	27	130	0	1.102	1
296.185	4	66	145	0	1.739	1
307.218	4	33	163	0	0.828	1
