onset	duration	amount	Probability	choseAccept	RT	choseRight
16.737	4	82	0.25	1	1.822	1
22.77	4	24	0.96	0	0.957	0
38.803	4	79	0.49	1	1.412	1
45.836	4	45	0.37	0	1.283	0
57.886	4	81	0.1	0	1.465	0
71.935	4	72	0.34	1	1.824	1
79.969	4	44	0.44	0	0.885	0
87.018	4	31	0.61	0	1.292	0
95.052	4	75	0.48	1	1.362	1
108.084	4	72	0.33	1	1.986	1
118.118	4	35	0.7	0	0.976	0
138.15	4	58	0.83	1	2.263	1
148.2	4	25	0.91	0	1.253	0
157.233	4	70	0.39	1	1.412	1
170.266	4	77	0.39	1	1.579	1
185.299	4	29	0.83	0	1.298	0
196.349	4	32	0.57	0	1.224	0
205.382	4	43	0.69	0	1.782	0
213.431	4	36	0.59	0	1.397	0
219.481	4	31	0.79	0	1.187	0
231.514	4	39	0.49	0	1.218	0
238.564	4	33	0.91	0	1.008	0
245.597	4	82	0.47	1	1.183	1
255.63	4	52	0.47	0	1.67	0
263.663	4	57	0.58	0	1.244	0
272.696	4	78	0.26	1	2.331	1
280.73	4	79	0.45	1	1.385	1
285.796	4	40	0.79	0	1.055	0
296.829	4	22	0.89	0	1.254	0
307.862	4	50	0.48	0	2.117	0
