onset	duration	amount	Delay	choseAccept	RT	choseRight
18.706	4	25	70	0	2.479	1
28.755	4	22	27	0	1.865	1
37.805	4	74	121	0	2.305	1
48.838	4	55	163	0	1.436	1
62.904	4	75	60	1	1.766	0
77.954	4	78	129	0	1.26	1
83.987	4	28	163	0	1.809	1
101.019	4	35	171	0	1.494	1
109.052	4	42	145	0	1.114	1
120.102	4	77	24	1	1.974	0
125.152	4	80	39	1	1.224	0
130.202	4	66	58	1	1.325	0
143.251	4	23	110	0	1.076	1
160.284	4	31	76	0	2.221	1
168.317	4	39	104	0	1.236	1
176.367	4	71	88	1	1.298	0
189.416	4	50	59	1	1.044	0
199.449	4	49	172	0	0.992	1
205.482	4	23	77	0	1.351	1
216.549	4	29	75	0	1.449	1
224.598	4	24	87	0	1.522	1
233.631	4	36	114	0	1.917	1
239.681	4	65	137	1	2.168	0
249.731	4	45	26	1	1.45	0
258.78	4	65	159	0	1.118	1
265.83	4	56	172	0	1.018	1
276.88	4	75	41	1	1.202	0
286.929	4	33	103	0	1.415	1
296.979	4	33	78	0	0.977	1
308.012	4	66	145	0	1.387	1
