onset	duration	amount	Delay	choseAccept	RT	choseRight
13.032	4	77	161	0	1.773	1
20.066	4	50	59	1	1.56	0
31.099	4	43	38	0	2.516	1
39.148	4	71	176	0	2.778	1
48.181	4	75	60	1	1.793	0
55.214	4	36	114	1	2.902	0
67.281	4	36	140	0	1.614	1
75.331	4	50	41	1	2.943	0
94.363	4	73	44	1	2.368	0
99.43	4	33	78	0	2.262	1
108.496	4	69	172	0	3.371	1
119.529	4	63	37	1	2.92	0
130.579	4	39	95	0	2.74	1
139.612	4	66	58	1	3.547	0
146.645	4	23	61	0	3.215	1
155.695	4	41	129	0	1.521	1
162.744	4	45	157	0	2.307	1
175.794	4	39	161	0	1.629	1
192.86	4	44	143	0	1.609	1
200.893	4	80	145	0	3.596	1
206.943	4	30	36	1	3.124	0
229.992	4	23	134	0	3.285	1
238.042	4	24	87	0	3.765	1
246.092	4	40	159	0	1.678	1
255.141	4	25	141	0	2.414	1
273.191	4	57	89	0	2.788	1
278.241	4	49	140	0	1.495	1
286.29	4	78	108	0	1.936	1
295.34	4	67	74	1	1.978	0
306.373	4	25	108	1	2.63	0
