onset	duration	amount	Delay	choseAccept	RT	choseRight
18.696	4	27	142	0	0.927	0
23.745	4	58	36	1	2.427	1
33.778	4	28	163	0	1.199	0
42.828	4	65	156	0	1.086	0
49.878	4	25	176	0	0.95	0
67.927	4	74	52	1	1.654	1
78.977	4	74	121	0	0.987	0
89.027	4	56	172	0	1.868	0
104.093	4	41	55	1	2.773	1
113.126	4	65	137	0	0.833	0
126.193	4	62	180	0	0.988	0
136.242	4	71	76	1	2.359	1
153.275	4	23	176	0	0.843	0
158.325	4	48	128	0	0.774	0
172.358	4	64	89	0	1.694	0
180.391	4	81	58	1	1.24	1
186.424	4	58	55	1	1.496	1
195.474	4	60	124	0	0.778	0
204.54	4	66	71	1	1.944	1
212.573	4	25	70	0	0.744	0
220.606	4	35	171	0	2.331	0
229.656	4	29	75	0	0.905	0
238.723	4	32	74	0	0.665	0
245.772	4	45	72	0	1.04	0
251.806	4	30	23	0	2.031	0
263.855	4	27	130	0	0.865	0
273.905	4	76	161	0	2.068	0
285.955	4	23	77	0	1.046	0
299.004	4	67	103	0	2.179	0
309.054	4	56	93	0	1.4	0
