onset	duration	amount	Probability	choseAccept	RT	choseRight
14.835	4	82	0.31	0	1.772	1
19.885	4	31	0.79	1	0.829	0
34.934	4	28	0.63	1	2.739	0
50.983	4	62	0.18	0	1.34	1
61.016	4	77	0.38	0	1.251	1
70.066	4	36	0.59	1	2.567	0
78.115	4	35	0.78	1	3.536	0
86.148	4	31	0.61	1	2.481	0
99.181	4	58	0.46	1	2.105	0
116.214	4	63	0.27	0	1.028	1
126.263	4	76	0.43	1	2.848	0
134.296	4	53	0.48	1	2.851	0
142.346	4	41	0.6	1	1.956	0
154.379	4	75	0.24	0	0.654	1
163.412	4	46	0.33	0	0.962	1
172.478	4	73	0.74	1	1.468	0
181.528	4	77	0.39	0	2.269	1
191.56	4	81	0.1	0	1.557	1
201.61	4	58	0.62	1	1.036	0
212.66	4	42	0.6	1	1.05	0
222.709	4	49	0.56	1	1.054	0
229.742	4	21	0.96	0	1.268	1
239.792	4	61	0.5	1	1.75	0
244.858	4	22	0.98	1	1.394	0
249.908	4	82	0.25	0	1.819	1
264.957	4	79	0.45	0	2.266	1
273.007	4	22	0.96	1	1.763	0
283.04	4	47	0.72	1	1.094	0
299.072	4	78	0.42	0	2.111	1
309.122	4	63	0.57	1	1.552	0
