onset	duration	amount	Probability	choseAccept	RT	choseRight
13.047	4	42	0.58	0	1.484	0
22.096	4	49	0.51	0	1.117	0
30.146	4	82	0.48	1	2.46	1
40.179	4	44	0.44	0	0.944	0
54.245	4	58	0.83	1	1.478	1
62.278	4	40	0.39	0	0.922	0
72.31	4	41	0.6	0	1.14	0
78.343	4	83	0.52	1	1.013	1
84.376	4	65	0.55	1	2.056	1
98.426	4	77	0.39	0	1.486	0
107.459	4	33	0.62	0	1.046	0
119.508	4	40	0.66	0	1.048	0
129.558	4	39	0.3	0	0.758	0
137.591	4	40	0.71	0	2.581	0
144.64	4	79	0.45	0	1.834	0
151.69	4	79	0.33	0	1.074	0
160.723	4	78	0.26	0	1.035	0
167.757	4	57	0.51	0	1.934	0
179.805	4	25	0.89	0	1.374	0
190.838	4	36	0.59	0	1.158	0
202.871	4	53	0.48	0	1.873	0
207.921	4	63	0.27	0	1.025	0
216.953	4	35	0.7	0	1.005	0
230.003	4	84	0.25	0	1.264	0
245.069	4	46	0.21	0	0.788	0
264.101	4	52	0.41	0	2.108	0
273.134	4	23	0.96	0	2.157	0
284.167	4	49	0.56	1	1.49	1
295.2	4	24	0.91	0	1.578	0
306.249	4	60	0.51	1	1.668	1
