onset	duration	amount	Delay	choseAccept	RT	choseRight
16.161	4	58	53	0	2.962	1
23.211	4	34	43	0	1.259	1
34.244	4	49	172	0	0.681	1
42.293	4	30	23	0	2.899	1
51.36	4	39	104	0	1.802	1
58.409	4	49	140	0	1.23	1
70.459	4	67	23	1	1.838	0
78.493	4	77	24	1	0.969	0
97.558	4	74	52	1	2.928	0
102.607	4	39	161	0	1.029	1
111.657	4	50	41	1	3.488	0
122.723	4	23	134	0	2.196	1
133.773	4	56	93	0	2.818	1
142.839	4	58	36	1	1.293	0
149.889	4	32	74	0	1.73	1
158.938	4	31	74	0	1.682	1
165.988	4	82	74	1	2.94	0
179.021	4	44	92	0	1.625	1
196.07	4	41	55	0	2.617	1
204.12	4	25	70	0	1.89	1
210.153	4	40	159	0	1.209	1
233.202	4	32	111	0	0.852	1
241.251	4	24	125	0	0.99	1
249.284	4	61	141	0	0.675	1
258.317	4	25	108	0	0.785	1
276.383	4	75	41	1	3.085	0
281.449	4	62	180	0	0.948	1
289.499	4	22	27	0	2.248	1
298.549	4	70	108	0	1.858	1
309.582	4	36	140	0	0.919	1
