onset	duration	amount	Probability	choseAccept	RT	choseRight
15.051	4	56	0.68	1	2.506	0
21.084	4	79	0.33	0	1.369	1
37.134	4	58	0.45	0	1.614	1
44.183	4	72	0.4	1	1.815	0
56.233	4	21	0.97	0	1.978	1
70.282	4	60	0.51	0	1.459	1
78.315	4	61	0.5	0	0.898	1
85.365	4	85	0.59	1	2.037	0
93.398	4	58	0.62	1	2.523	0
106.447	4	30	0.7	0	1.331	1
116.513	4	82	0.47	1	2.222	0
136.546	4	57	0.51	0	1.539	1
146.579	4	70	0.34	0	2.083	1
155.628	4	72	0.34	0	2.608	1
168.661	4	82	0.31	0	1.431	1
183.727	4	52	0.47	0	1.426	1
194.76	4	24	0.96	0	1.249	1
203.81	4	56	0.49	0	1.5	1
211.859	4	83	0.54	1	1.685	0
217.909	4	82	0.48	1	2.367	0
229.975	4	77	0.43	0	2.555	1
237.008	4	29	0.83	0	1.934	1
244.074	4	39	0.3	0	0.93	1
254.124	4	63	0.27	0	1.44	1
262.174	4	22	0.96	0	1.361	1
271.223	4	50	0.57	0	0.848	1
279.273	4	33	0.8	0	2.831	1
284.339	4	57	0.3	0	1.282	1
295.389	4	76	0.44	0	2.212	1
306.455	4	46	0.21	0	0.881	1
