onset	duration	amount	Probability	choseAccept	RT	choseRight
15.031	4	65	0.55	0	2.237	1
25.089	4	82	0.09	0	1.915	1
35.135	4	57	0.3	0	1.133	1
46.157	4	22	0.98	0	2.183	1
54.191	4	23	0.96	0	1.563	1
64.237	4	55	0.44	0	1.12	1
73.272	4	52	0.47	0	1.901	1
80.305	4	50	0.57	0	3.081	1
89.351	4	83	0.28	0	1.216	1
96.374	4	79	0.33	0	0.981	1
107.408	4	62	0.18	0	1.045	1
117.453	4	31	0.79	0	2.534	1
129.487	4	49	0.51	0	2.144	1
140.521	4	81	0.1	0	1.37	1
150.555	4	39	0.3	0	1.228	1
158.589	4	46	0.21	0	0.955	1
170.624	4	33	0.62	0	2.134	1
191.667	4	63	0.27	0	1.298	1
205.701	4	84	0.25	0	1.186	1
213.735	4	24	0.96	0	1.29	1
220.77	4	72	0.5	1	2.144	0
231.803	4	77	0.43	1	3.311	0
240.826	4	23	0.83	0	1.807	1
251.871	4	22	0.96	0	2.057	1
259.906	4	21	0.96	0	1.216	1
271.939	4	82	0.47	1	1.72	0
280.974	4	30	0.7	0	2.598	1
286.02	4	53	0.48	0	3.875	1
292.043	4	85	0.59	1	1.747	0
306.076	4	58	0.46	1	2.888	0
