onset	duration	amount	Delay	choseAccept	RT	choseRight
16.962	4	54	126	0	1.712	0
22.008	4	23	110	0	0.89	0
32.054	4	58	53	1	2.192	1
41.088	4	56	93	1	1.975	1
48.134	4	24	139	0	1.212	0
66.179	4	63	37	1	1.598	1
77.225	4	33	163	0	2.001	0
87.27	4	74	121	0	2.254	0
102.315	4	45	157	0	2.811	0
111.35	4	27	130	0	1.319	0
124.395	4	44	143	0	2.378	0
134.441	4	23	42	0	2.032	0
151.486	4	66	71	1	3.555	1
156.532	4	52	139	0	1.791	0
170.577	4	24	38	0	1.769	0
178.6	4	28	132	0	3.193	0
184.622	4	75	41	1	1.578	1
193.657	4	43	120	0	1.198	0
202.702	4	45	26	1	1.602	1
210.749	4	80	145	0	2.462	0
218.783	4	24	125	0	2.506	0
227.829	4	78	108	1	2.735	1
236.851	4	72	95	1	3.762	1
243.874	4	77	161	0	1.768	0
249.92	4	70	108	0	1.648	0
261.965	4	82	74	1	1.397	1
271.999	4	54	23	1	1.318	1
284.045	4	65	156	0	1.414	0
297.09	4	28	59	0	1.871	0
307.136	4	32	57	0	1.378	0
